Season,Name,Team,Season,PA,AVG,BB%,K%,OBP,SLG,OPS,ISO,BABIP,O-Swing% (sc),Z-Contact% (sc),Barrel%,HardHit%,EV,wOBA,xwOBA,NameASCII,PlayerId,MLBAMID
2025,"Kyle Stowers","MIA",2025,457,0.288220551,0.105032822,0.273522975,0.368421052,0.543859649,0.912280701,0.255639098,0.355731225,0.28966346,0.78445748,0.18996416,0.51971326,91.08664259927798,0.3861952897728674,0.3872636102997096,"Kyle Stowers",26151,669065
2025,"Kyle Teel","CHW",2025,297,0.272727272,0.124579124,0.259259259,0.375,0.411067193,0.786067193,0.138339921,0.360946745,0.22751323,0.79518072,0.09550562,0.37640449,88.2892012162642,0.3492830691708101,0.3446423040853964,"Kyle Teel",33549,691019
2020,"Kyle Tucker","HOU",2020,228,0.267942583,0.078947368,0.201754385,0.324561403,0.511961722,0.836523125,0.244019139,0.303225806,0.26126126,0.84012539,0.09146341,0.44512195,91.06748466257669,0.34863825762166384,0.32730963377825983,"Kyle Tucker",18345,663656
2021,"Kyle Tucker","HOU",2021,567,0.294466403,0.093474426,0.158730158,0.359292035,0.557312252,0.916604287,0.262845849,0.304347826,0.24976873,0.86727689,0.11583924,0.47281324,91.44391408114558,0.3825180579509054,0.3964702606201172,"Kyle Tucker",18345,663656
2022,"Kyle Tucker","HOU",2022,609,0.257352941,0.096880131,0.155993431,0.330033003,0.477941176,0.807974179,0.220588235,0.26128266,0.24471021,0.87459459,0.10132159,0.42070485,89.9935302734375,0.3476341959844,0.3534328314706609,"Kyle Tucker",18345,663656
2023,"Kyle Tucker","HOU",2023,674,0.283972125,0.118694362,0.136498516,0.368815592,0.517421602,0.886237194,0.233449477,0.289416846,0.22122449,0.89614561,0.10420842,0.45290581,90.22138333757637,0.3719799092837742,0.3861995795727502,"Kyle Tucker",18345,663656
2024,"Kyle Tucker","HOU",2024,339,0.288808664,0.16519174,0.159292035,0.407738095,0.584837545,0.99257564,0.296028881,0.282178217,0.16766467,0.88888889,0.12719298,0.44298246,91.05911458333334,0.4188836233035938,0.4002796894795186,"Kyle Tucker",18345,663656
2025,"Kyle Tucker","CHC",2025,597,0.266,0.145728643,0.147403685,0.377104377,0.464,0.841104377,0.198,0.282442748,0.18299445,0.87648456,0.1076555,0.40191388,90.10240963855422,0.36290513514660083,0.38203152034311116,"Kyle Tucker",18345,663656
2021,"LaMonte Wade Jr.","SFG",2021,381,0.25297619,0.086614173,0.2335958,0.326259946,0.482142857,0.808402803,0.229166667,0.288793103,0.23285899,0.89513109,0.10629921,0.41732283,90.13213008283132,0.3430570570078302,0.3441611756669714,"LaMonte Wade Jr.",18126,664774
2022,"LaMonte Wade Jr.","SFG",2022,251,0.207373271,0.103585657,0.20318725,0.305220883,0.359447004,0.664667887,0.152073733,0.232704402,0.23684211,0.90372671,0.09467456,0.34319527,87.708382063997,0.2977822140517484,0.3185076732712098,"LaMonte Wade Jr.",18126,664774
2023,"LaMonte Wade Jr.","SFG",2023,519,0.256410256,0.146435452,0.183044315,0.372815533,0.417249417,0.79006495,0.160839161,0.289719626,0.17602996,0.88132911,0.09064327,0.39766082,88.35225459834835,0.34713334462139755,0.35942559335746016,"LaMonte Wade Jr.",18126,664774
2024,"LaMonte Wade Jr.","SFG",2024,401,0.259818731,0.154613466,0.224438902,0.38,0.380664652,0.760664652,0.120845921,0.330508474,0.19651741,0.89041096,0.09387755,0.44081633,90.55020254629629,0.3374564818189114,0.3544411188439478,"LaMonte Wade Jr.",18126,664774
2025,"LaMonte Wade Jr.","- - -",2025,242,0.167464114,0.111570247,0.239669421,0.270833333,0.253588516,0.524421849,0.086124402,0.22,0.18789144,0.88554217,0.04545455,0.31818182,89.71776058799342,0.241424299932424,0.28393300108331015,"LaMonte Wade Jr.",18126,664774
2021,"Lane Thomas","- - -",2021,264,0.234513274,0.140151515,0.238636363,0.34090909,0.411504424,0.752413514,0.17699115,0.29299363,0.18367347,0.87861272,0.07317073,0.45731707,90.98518277391975,0.3277592597805502,0.3218728536846994,"Lane Thomas",16939,657041
2022,"Lane Thomas","WSN",2022,548,0.240963855,0.074817518,0.240875912,0.30109489,0.403614457,0.704709347,0.162650602,0.290960451,0.26780627,0.87843705,0.06469003,0.34501348,86.35340386580381,0.3077249485645851,0.2859344762914321,"Lane Thomas",16939,657041
2023,"Lane Thomas","WSN",2023,682,0.267515923,0.052785923,0.258064516,0.315249266,0.468152866,0.783402132,0.200636943,0.324825986,0.28067485,0.88831836,0.09586057,0.40740741,88.51089324618736,0.3339757422023505,0.31945098250492576,"Lane Thomas",16939,657041
2024,"Lane Thomas","- - -",2024,528,0.237288135,0.083333333,0.259469696,0.308712121,0.400423728,0.709135849,0.163135593,0.298461538,0.23319756,0.86343612,0.07352941,0.40588235,88.78147116268383,0.3088420941662291,0.3073699705062374,"Lane Thomas",16939,657041
2022,"Lars Nootbaar","STL",2022,347,0.227586206,0.146974063,0.204610951,0.340057636,0.448275862,0.788333498,0.220689656,0.247619047,0.20634921,0.83037975,0.12053571,0.45982143,91.75251498287672,0.34196578405496014,0.34580755509393063,"Lars Nootbaar",21454,663457
2023,"Lars Nootbaar","STL",2023,503,0.26056338,0.143141153,0.196819085,0.366533864,0.417840375,0.784374239,0.157276995,0.306962025,0.17737003,0.89087657,0.08761329,0.3776435,89.14542444740853,0.34419420206546786,0.35627243041992185,"Lars Nootbaar",21454,663457
2024,"Lars Nootbaar","STL",2024,405,0.244252873,0.128395061,0.195061728,0.341584158,0.416666666,0.758250824,0.172413793,0.28076923,0.16998672,0.88548057,0.0989011,0.49450549,91.80848564345018,0.3307730666737058,0.35487745294523476,"Lars Nootbaar",21454,663457
2025,"Lars Nootbaar","STL",2025,583,0.233791748,0.109777015,0.204116638,0.324742268,0.361493123,0.686235391,0.127701375,0.278947368,0.21492007,0.87994143,0.10152284,0.5,91.27168367346938,0.3041574088197092,0.32354148640739694,"Lars Nootbaar",21454,663457
2024,"Lawrence Butler","OAK",2024,451,0.262135922,0.077605321,0.239467849,0.31707317,0.490291262,0.807364432,0.22815534,0.3006993,0.28428094,0.82922824,0.11038961,0.47402597,91.08496732026144,0.3445680385946963,0.33936654751444184,"Lawrence Butler",22542,671732
2025,"Lawrence Butler","ATH",2025,630,0.233743409,0.093650793,0.284126984,0.305732484,0.404217926,0.70995041,0.170474517,0.303523035,0.2810723,0.81009615,0.09183673,0.44387755,90.53170304445877,0.3103550440946202,0.31279510888047873,"Lawrence Butler",22542,671732
2023,"Lenyn Sosa","CHW",2023,173,0.201219512,0.028901734,0.231213872,0.223529411,0.347560975,0.571090386,0.146341463,0.226890756,0.41533546,0.85643564,0.078125,0.3828125,89.4390243902439,0.24144392958759556,0.28987345046545626,"Lenyn Sosa",22896,672820
2024,"Lenyn Sosa","CHW",2024,369,0.253561253,0.032520325,0.208672086,0.283378746,0.358974358,0.642353104,0.105413105,0.303370786,0.39130435,0.88577586,0.06137184,0.41155235,89.01569628193431,0.27978696946889325,0.3158384140223673,"Lenyn Sosa",22896,672820
2025,"Lenyn Sosa","CHW",2025,544,0.264478764,0.033088235,0.233455882,0.292817679,0.434362934,0.727180613,0.16988417,0.309139784,0.41601563,0.89727127,0.10379747,0.43797468,90.74718989158163,0.3125747429073186,0.33774906518058284,"Lenyn Sosa",22896,672820
2024,"Leo Jiménez","TOR",2024,210,0.229050279,0.057142857,0.28095238,0.328571428,0.357541899,0.686113327,0.12849162,0.310924369,0.28607595,0.80935252,0.08130081,0.33333333,87.5603289643595,0.30816414923894975,0.3107744852701823,"Leo Jimenez",23782,677870
2021,"Leody Taveras","TEX",2021,185,0.16091954,0.048648648,0.324324324,0.206521739,0.270114942,0.476636681,0.109195402,0.225225225,0.27616279,0.81069959,0.06086957,0.35652174,87.22999822443182,0.2092212710691535,0.2461270871369735,"Leody Taveras",18900,665750
2022,"Leody Taveras","TEX",2022,341,0.261146496,0.061583577,0.258064516,0.308823529,0.366242038,0.675065567,0.105095542,0.34375,0.29695024,0.84,0.04347826,0.36086957,89.28778103789593,0.2971832780277028,0.266731712318803,"Leody Taveras",18900,665750
2023,"Leody Taveras","TEX",2023,554,0.266144814,0.063176895,0.211191335,0.312159709,0.420743639,0.732903348,0.154598825,0.317708333,0.29961832,0.86369958,0.0723192,0.43142145,90.06482608354271,0.3159099365102834,0.3195338301225142,"Leody Taveras",18900,665750
2024,"Leody Taveras","TEX",2024,529,0.229166666,0.079395085,0.211720226,0.288973384,0.352083333,0.641056717,0.122916667,0.272222222,0.30139721,0.86227545,0.05866667,0.35466667,89.02137200342466,0.28214366399743257,0.2952270215498533,"Leody Taveras",18900,665750
2025,"Leody Taveras","- - -",2025,180,0.204678362,0.027777777,0.277777777,0.2259887,0.304093567,0.530082267,0.099415205,0.268907563,0.36075949,0.87136929,0.064,0.352,88.46186440677967,0.23008968331719523,0.24108818444338712,"Leody Taveras",18900,665750
2015,"Leonys Martin","TEX",2015,310,0.21875,0.051612903,0.222580645,0.263843648,0.3125,0.576343648,0.09375,0.269767441,0.30206379,0.84011628,0.02242152,0.30044843,87.86244283536585,0.25378601613387564,0.25229077796413474,"Leonys Martin",11846,547982
2016,"Leonys Martin","SEA",2016,576,0.247104247,0.076388888,0.258680555,0.305944055,0.378378378,0.684322433,0.131274131,0.31301939,0.28334956,0.79900744,0.05,0.31315789,87.60814606741573,0.29770855188786566,0.2766619632836958,"Leonys Martin",11846,547982
2018,"Leonys Martin","- - -",2018,353,0.254716981,0.084985835,0.218130311,0.322946175,0.424528301,0.747474476,0.16981132,0.301724137,0.26229508,0.84812623,0.10699588,0.38683128,89.13922224373653,0.3229416221041571,0.356649981757809,"Leonys Martin",11846,547982
2019,"Leonys Martin","CLE",2019,264,0.199152542,0.079545454,0.295454545,0.275862068,0.343220338,0.619082406,0.144067796,0.255033557,0.30980392,0.80569948,0.0621118,0.27329193,87.34900791597683,0.26936148615175737,0.2623361647129059,"Leonys Martin",11846,547982
2017,"Leury García","CHW",2017,326,0.27,0.0398773,0.211656441,0.315789473,0.423333333,0.739122806,0.153333333,0.321428571,0.32818533,0.83640553,0.04237288,0.29237288,85.18017793226872,0.3170662234442153,0.30690839755460153,"Leury Garcia",5913,544725
2018,"Leury García","CHW",2018,275,0.271317829,0.032727272,0.25090909,0.302583025,0.375968992,0.678552017,0.104651163,0.354838709,0.39606127,0.83569405,0.0257732,0.31443299,87.99619459069294,0.2948623521741466,0.2822894835739993,"Leury Garcia",5913,544725
2019,"Leury García","CHW",2019,618,0.279029462,0.033980582,0.224919093,0.309719934,0.377816291,0.687536225,0.098786829,0.353348729,0.37037037,0.8630491,0.03761062,0.29867257,88.1716247139588,0.29444224486830206,0.27221697313163934,"Leury Garcia",5913,544725
2021,"Leury García","CHW",2021,474,0.267469879,0.08649789,0.20464135,0.33548387,0.375903614,0.711387484,0.108433735,0.333333333,0.32218092,0.87317073,0.03313253,0.3253012,86.10943641902516,0.31224358030544813,0.2909571548988079,"Leury Garcia",5913,544725
2022,"Leury García","CHW",2022,315,0.21,0.022222222,0.206349206,0.233226837,0.266666666,0.499893503,0.056666666,0.255319148,0.39162113,0.85450346,0.04166667,0.35416667,87.00812132745726,0.22124571407945773,0.2576940358643363,"Leury Garcia",5913,544725
2022,"Lewin Díaz","MIA",2022,174,0.16875,0.06321839,0.310344827,0.224137931,0.2875,0.511637931,0.11875,0.213592233,0.34491979,0.84210526,0.05555556,0.28703704,88.32407407407408,0.2276530234978117,0.2186804365837711,"Lewin Diaz",18365,650331
2018,"Lewis Brinson","MIA",2018,406,0.198952879,0.041871921,0.295566502,0.239506172,0.337696335,0.577202507,0.138743456,0.256916996,0.31181319,0.76315789,0.08679245,0.38867925,89.5264382782567,0.24789892015031195,0.2902809200144171,"Lewis Brinson",14352,621446
2019,"Lewis Brinson","MIA",2019,248,0.172566371,0.052419354,0.298387096,0.235772357,0.221238938,0.457011295,0.048672567,0.25490196,0.34851485,0.80421687,0.03870968,0.32903226,86.9848697060033,0.20529156582696098,0.24570136556819994,"Lewis Brinson",14352,621446
2021,"Lewis Brinson","MIA",2021,290,0.226277372,0.044827586,0.248275862,0.262975778,0.375912408,0.638888186,0.149635036,0.273195876,0.41408935,0.81369863,0.06372549,0.37745098,88.46551724137932,0.27487586155069743,0.2862327074097102,"Lewis Brinson",14352,621446
2025,"Liam Hicks","MIA",2025,390,0.246987951,0.11025641,0.143589743,0.346253229,0.346385542,0.692638771,0.099397591,0.278388278,0.17877907,0.92477876,0.03546099,0.27659574,84.55906080163044,0.3127349471861078,0.318104751388748,"Liam Hicks",29844,689414
2023,"Liover Peguero","PIT",2023,213,0.237373737,0.051643192,0.31455399,0.279620853,0.373737373,0.653358226,0.136363636,0.32,0.30263158,0.82724252,0.05223881,0.39552239,89.31938135901163,0.28361276992689377,0.26969017755417596,"Liover Peguero",24273,678894
2015,"Logan Forsythe","TBR",2015,615,0.281481481,0.089430894,0.180487804,0.359349593,0.444444444,0.803794037,0.162962963,0.322966507,0.22425829,0.88976378,0.03678161,0.31954023,88.34405958624708,0.3495826513109938,0.3230965239773489,"Logan Forsythe",7185,523253
2016,"Logan Forsythe","TBR",2016,567,0.264187866,0.081128747,0.22398589,0.333333333,0.444227005,0.777560338,0.180039139,0.31420765,0.1769306,0.84533333,0.07512953,0.39119171,90.01953125,0.3356992869360317,0.3517547337354812,"Logan Forsythe",7185,523253
2017,"Logan Forsythe","LAD",2017,439,0.224376731,0.157175398,0.248291571,0.350797266,0.326869806,0.677667072,0.102493075,0.29880478,0.12723214,0.84554455,0.03891051,0.34241245,88.84883117675781,0.3068448329625064,0.33324327381379015,"Logan Forsythe",7185,523253
2018,"Logan Forsythe","- - -",2018,416,0.231805929,0.098557692,0.19951923,0.3125,0.291105121,0.603605121,0.059299192,0.292682926,0.12116992,0.87931034,0.01038062,0.29757785,87.291005487673,0.273657477332885,0.2740860904555723,"Logan Forsythe",7185,523253
2019,"Logan Forsythe","TEX",2019,367,0.227129337,0.119891008,0.272479564,0.325136612,0.353312302,0.678448914,0.126182965,0.306603773,0.11726804,0.84753363,0.05454545,0.39545455,89.1999982081422,0.29833663128764254,0.32144095489333346,"Logan Forsythe",7185,523253
2015,"Logan Morrison","SEA",2015,511,0.225382932,0.091976516,0.15851272,0.301960784,0.382932166,0.68489295,0.157549234,0.238227146,0.28299894,0.892261,0.06860158,0.37467018,89.82920110192838,0.29772777982277443,0.33703229490206643,"Logan Morrison",9205,489149
2016,"Logan Morrison","TBR",2016,398,0.237960339,0.092964824,0.22361809,0.319095477,0.413597733,0.73269321,0.175637394,0.277777777,0.25974026,0.86220472,0.07518797,0.41729323,90.51939014971482,0.3176847670780922,0.33800122224831886,"Logan Morrison",9205,489149
2017,"Logan Morrison","TBR",2017,601,0.24609375,0.134775374,0.247920133,0.352745424,0.515625,0.868370424,0.26953125,0.268292682,0.24234694,0.82434128,0.1284153,0.42896175,88.5734267979452,0.36269916832748594,0.36770887632627747,"Logan Morrison",9205,489149
2018,"Logan Morrison","MIN",2018,359,0.185534591,0.09470752,0.222841225,0.275766016,0.367924528,0.643690544,0.182389937,0.196428571,0.2527933,0.87221095,0.10878661,0.37238494,88.72522078804347,0.28330782412818545,0.34564132030827854,"Logan Morrison",9205,489149
2023,"Logan O'Hoppe","LAA",2023,199,0.236263736,0.070351758,0.24120603,0.296482412,0.5,0.796482412,0.263736264,0.239669421,0.33057851,0.82720588,0.15555556,0.46666667,90.49481336805556,0.3367482603494845,0.34606358513760205,"Logan O'Hoppe",24729,681351
2024,"Logan O'Hoppe","LAA",2024,522,0.244258872,0.06321839,0.296934865,0.303262955,0.409185803,0.712448758,0.164926931,0.318032786,0.33333333,0.80696662,0.1196319,0.46319018,90.44092548076924,0.31106662246865185,0.3312266423152043,"Logan O'Hoppe",24729,681351
2025,"Logan O'Hoppe","LAA",2025,451,0.212765957,0.053215077,0.308203991,0.257777777,0.371158392,0.628936169,0.158392435,0.266917293,0.31062356,0.81018519,0.13286713,0.46853147,90.93227796052632,0.27346731291876897,0.30913486056857636,"Logan O'Hoppe",24729,681351
2015,"Lonnie Chisenhall","CLE",2015,362,0.246246246,0.063535911,0.190607734,0.294444444,0.372372372,0.666816816,0.126126126,0.288461538,0.37799043,0.9010989,0.03345725,0.30483271,85.7183908045977,0.28801309611617015,0.28933804685419257,"Lonnie Chisenhall",7571,502082
2016,"Lonnie Chisenhall","CLE",2016,418,0.285714285,0.055023923,0.167464114,0.327710843,0.438961038,0.766671881,0.153246753,0.327974276,0.39235669,0.91231029,0.02795031,0.2484472,86.17371544471153,0.3267045507419485,0.2920358268869011,"Lonnie Chisenhall",7571,502082
2017,"Lonnie Chisenhall","CLE",2017,270,0.288135593,0.092592592,0.203703703,0.359550561,0.52118644,0.880737001,0.233050847,0.325581395,0.30839416,0.84823848,0.10160428,0.36898396,86.26612128586065,0.36859525059753995,0.3377413605198716,"Lonnie Chisenhall",7571,502082
2015,"Lorenzo Cain","KCR",2015,604,0.306715063,0.061258278,0.162251655,0.360927152,0.477313974,0.838241126,0.170598911,0.346938775,0.31445993,0.90314136,0.0547046,0.38074398,90.16561622191011,0.3602323677142461,0.36383516743804567,"Lorenzo Cain",9077,456715
2016,"Lorenzo Cain","KCR",2016,434,0.287153652,0.071428571,0.193548387,0.338709677,0.408060453,0.74677013,0.120906801,0.34090909,0.28995434,0.879046,0.04416404,0.33438486,88.57088731210443,0.32192108207954884,0.31914406709892806,"Lorenzo Cain",9077,456715
2017,"Lorenzo Cain","KCR",2017,645,0.299657534,0.08372093,0.155038759,0.362790697,0.440068493,0.80285919,0.140410959,0.33970276,0.25361702,0.88829787,0.03497942,0.35596708,89.15463917525773,0.34671243136713964,0.34751286959017785,"Lorenzo Cain",9077,456715
2018,"Lorenzo Cain","MIL",2018,620,0.307977736,0.114516129,0.151612903,0.39516129,0.417439703,0.812600993,0.109461967,0.356979405,0.19782062,0.89775561,0.03355705,0.4049217,89.13735668344519,0.35886038899999445,0.3418473350019563,"Lorenzo Cain",9077,456715
2019,"Lorenzo Cain","MIL",2019,623,0.259786476,0.080256821,0.170144462,0.324758842,0.37188612,0.696644962,0.112099644,0.300668151,0.24449878,0.90554156,0.04121475,0.41214751,89.42389726216814,0.3022083713885672,0.33527251052234147,"Lorenzo Cain",9077,456715
2021,"Lorenzo Cain","MIL",2021,286,0.256809338,0.09090909,0.167832167,0.328671328,0.40077821,0.729449538,0.143968872,0.287128712,0.22916667,0.89350649,0.04285714,0.37619048,88.43684584330144,0.31880957492581613,0.3171526457134046,"Lorenzo Cain",9077,456715
2022,"Lorenzo Cain","MIL",2022,156,0.179310344,0.051282051,0.23076923,0.23076923,0.234482758,0.465251988,0.055172414,0.229357798,0.29553265,0.85655738,0,0.36363636,87.91818181818182,0.21158192173028603,0.22964986165364584,"Lorenzo Cain",9077,456715
2018,"Lourdes Gurriel Jr.","TOR",2018,263,0.281124497,0.034220532,0.2243346,0.309160305,0.445783132,0.754943437,0.164658635,0.32596685,0.33537832,0.88483146,0.07772021,0.4507772,90.99576306216932,0.32233703433325467,0.3211495746937833,"Lourdes Gurriel Jr.",19238,666971
2019,"Lourdes Gurriel Jr.","TOR",2019,343,0.277070063,0.058309037,0.250728862,0.32748538,0.541401273,0.868886653,0.26433121,0.317535545,0.36142857,0.78337531,0.11206897,0.45258621,90.41774891774892,0.3578049022900431,0.3401607491119563,"Lourdes Gurriel Jr.",19238,666971
2020,"Lourdes Gurriel Jr.","TOR",2020,224,0.307692307,0.0625,0.214285714,0.348214285,0.533653846,0.881868131,0.225961539,0.350993377,0.31264916,0.83728814,0.11728395,0.49382716,90.81925708462732,0.3718999863735267,0.3468222169063551,"Lourdes Gurriel Jr.",19238,666971
2021,"Lourdes Gurriel Jr.","TOR",2021,541,0.276,0.059149722,0.188539741,0.318518518,0.466,0.784518518,0.19,0.305483028,0.32934132,0.85911602,0.0962963,0.42962963,89.72681704260651,0.3328457169497389,0.3389235451956776,"Lourdes Gurriel Jr.",19238,666971
2022,"Lourdes Gurriel Jr.","TOR",2022,493,0.291390728,0.062880324,0.168356997,0.343495934,0.399558498,0.743054432,0.10816777,0.346049046,0.28202247,0.87692308,0.03753351,0.45576408,90.64354418682795,0.3266683974722495,0.32078328491956787,"Lourdes Gurriel Jr.",19238,666971
2023,"Lourdes Gurriel Jr.","ARI",2023,592,0.261343012,0.055743243,0.173986486,0.309121621,0.462794918,0.771916539,0.201451906,0.28169014,0.27602674,0.9122807,0.08444444,0.46,89.74832962138085,0.3293454382827036,0.3242829145011255,"Lourdes Gurriel Jr.",19238,666971
2024,"Lourdes Gurriel Jr.","ARI",2024,553,0.278752436,0.052441229,0.182640144,0.32188065,0.434697855,0.756578505,0.155945419,0.313283208,0.3109328,0.89361702,0.06714628,0.40047962,88.3800959232614,0.32670330580161966,0.31889459361200745,"Lourdes Gurriel Jr.",19238,666971
2025,"Lourdes Gurriel Jr.","ARI",2025,546,0.248,0.056776556,0.139194139,0.294871794,0.418,0.712871794,0.17,0.253623188,0.34318902,0.89106145,0.07159353,0.38337182,87.78657588252315,0.30660437183939054,0.3197498041040757,"Lourdes Gurriel Jr.",19238,666971
2015,"Lucas Duda","NYM",2015,554,0.244161358,0.119133574,0.249097472,0.351985559,0.486199575,0.838185134,0.242038217,0.284789644,0.26097366,0.87883683,0.11607143,0.42261905,91.77774271150915,0.35876187872843074,0.3703632567451789,"Lucas Duda",2502,446263
2016,"Lucas Duda","NYM",2016,172,0.228758169,0.087209302,0.209302325,0.302325581,0.411764705,0.714090286,0.183006536,0.25,0.28301887,0.88636364,0.10084034,0.45378151,89.83248197115384,0.303910353604485,0.3512248538789295,"Lucas Duda",2502,446263
2017,"Lucas Duda","- - -",2017,491,0.217494089,0.122199592,0.274949083,0.32179226,0.4964539,0.81824616,0.278959811,0.238461538,0.22420263,0.8554007,0.12068966,0.44137931,90.33862136314656,0.34115755238483864,0.3484647298596569,"Lucas Duda",2502,446263
2018,"Lucas Duda","- - -",2018,367,0.240853658,0.076294277,0.277929155,0.313351498,0.417682926,0.731034424,0.176829268,0.302325581,0.28333333,0.82392777,0.10043668,0.36681223,89.4558918382403,0.31544492244720457,0.33085255557543614,"Lucas Duda",2502,446263
2019,"Luis Arraez","MIN",2019,366,0.334355828,0.098360655,0.079234972,0.398907103,0.438650306,0.837557409,0.104294478,0.354729729,0.22982216,0.94701987,0.02666667,0.22666667,87.11447811447812,0.360402679280059,0.3332271892062867,"Luis Arraez",18568,650333
2021,"Luis Arraez","MIN",2021,479,0.294392523,0.089770354,0.100208768,0.356993736,0.376168224,0.73316196,0.081775701,0.322916666,0.21917808,0.9380805,0.02331606,0.30569948,88.44052353896105,0.32100153081821947,0.336523649071445,"Luis Arraez",18568,650333
2022,"Luis Arraez","MIN",2022,603,0.316270566,0.082918739,0.071310116,0.374792703,0.420475319,0.795268022,0.104204753,0.330661322,0.25142392,0.95429363,0.03550296,0.30177515,88.94011703310277,0.34951022470651966,0.3334472401936849,"Luis Arraez",18568,650333
2023,"Luis Arraez","MIA",2023,617,0.353658536,0.056726094,0.055105348,0.392857142,0.468641114,0.861498256,0.114982578,0.362101313,0.32869911,0.94784876,0.03492647,0.25735294,88.2733797365989,0.3689238081867545,0.35448118404980145,"Luis Arraez",18568,650333
2024,"Luis Arraez","- - -",2024,672,0.313971742,0.035714285,0.043154761,0.346268656,0.392464678,0.738733334,0.078492936,0.323966942,0.34021544,0.96446078,0.01636661,0.23731588,86.26907669870477,0.3227873320343612,0.3250618953218703,"Luis Arraez",18568,650333
2025,"Luis Arraez","SDP",2025,675,0.291935483,0.05037037,0.031111111,0.32730015,0.391935483,0.719235633,0.1,0.289297658,0.34200743,0.9725537,0.01132686,0.16666667,86.07169310092128,0.3134314841274762,0.30281140988802874,"Luis Arraez",18568,650333
2023,"Luis Campusano","SDP",2023,174,0.319018404,0.040229885,0.120689655,0.356321839,0.490797546,0.847119385,0.171779142,0.330882352,0.37457045,0.91928251,0.07692308,0.40559441,88.5482544798951,0.3639122021609339,0.3549325755565842,"Luis Campusano",22217,669134
2024,"Luis Campusano","SDP",2024,299,0.227436823,0.066889632,0.137123745,0.280936454,0.36101083,0.641947284,0.133574007,0.240174672,0.34156379,0.87921348,0.0464135,0.34177215,87.67914727393617,0.28173693944777933,0.288568387529264,"Luis Campusano",22217,669134
2021,"Luis García Jr.","WSN",2021,247,0.241525423,0.044534412,0.174089068,0.275303643,0.411016949,0.686320592,0.169491526,0.272727272,0.34793187,0.89297659,0.05181347,0.30569948,86.76353963216145,0.29143327886496134,0.2789231280891263,"Luis Garcia Jr.",20391,671277
2022,"Luis García Jr.","WSN",2022,377,0.275,0.029177718,0.222811671,0.295212765,0.408333333,0.703546098,0.133333333,0.336996336,0.39942113,0.83216783,0.0747331,0.36654804,87.3258078517025,0.3027901841799418,0.3046470743815104,"Luis Garcia Jr.",20391,671277
2023,"Luis García Jr.","WSN",2023,482,0.266219239,0.056016597,0.124481327,0.303534303,0.384787472,0.688321775,0.118568233,0.285714285,0.30188679,0.91836735,0.05822785,0.36455696,88.24744897959184,0.29678483083844187,0.3075512044100582,"Luis Garcia Jr.",20391,671277
2024,"Luis García Jr.","WSN",2024,528,0.282,0.051136363,0.162878787,0.318181818,0.444,0.762181818,0.162,0.309823677,0.35677353,0.88745981,0.07951807,0.41686747,89.09043734681373,0.3281335896412229,0.33131481352306547,"Luis Garcia Jr.",20391,671277
2025,"Luis García Jr.","WSN",2025,526,0.25204918,0.051330798,0.159695817,0.288973384,0.411885245,0.700858629,0.159836065,0.26952141,0.37407014,0.90047393,0.08958838,0.45762712,90.22797863442823,0.2999769256228492,0.34823605486454856,"Luis Garcia Jr.",20391,671277
2022,"Luis González","SFG",2022,350,0.254019292,0.085714285,0.214285714,0.322857142,0.360128617,0.682985759,0.106109325,0.316455696,0.24783862,0.86166008,0.02489627,0.31950207,86.91096148574562,0.3016787022779186,0.2653058369954427,"Luis Gonzalez",20332,670768
2021,"Luis Guillorme","NYM",2021,156,0.265151515,0.147435897,0.147435897,0.374193548,0.31060606,0.684799608,0.045454545,0.314814814,0.21875,0.921875,0.00909091,0.22727273,86.42037398726852,0.3105112466157651,0.30158861945657167,"Luis Guillorme",16451,641645
2022,"Luis Guillorme","NYM",2022,335,0.272727272,0.101492537,0.137313432,0.351351351,0.34006734,0.691418691,0.067340068,0.317269076,0.21835443,0.92565947,0.02371542,0.24901186,86.20650724085365,0.31140420774379407,0.3021595736584031,"Luis Guillorme",16451,641645
2024,"Luis Guillorme","- - -",2024,187,0.204968944,0.122994652,0.192513368,0.301075268,0.273291925,0.574367193,0.068322981,0.259842519,0.24365482,0.90909091,0.0234375,0.2109375,85.47559170460138,0.26349073263906664,0.27886028187249295,"Luis Guillorme",16451,641645
2023,"Luis Matos","SFG",2023,253,0.25,0.079051383,0.130434782,0.318725099,0.342105263,0.660830362,0.092105263,0.284974093,0.23333333,0.91194969,0.02030457,0.30964467,87.1345340689433,0.29492441995210383,0.30370831298828127,"Luis Matos",26467,682641
2024,"Luis Matos","SFG",2024,156,0.213333333,0.032051282,0.153846153,0.237179487,0.346666666,0.583846153,0.133333333,0.221311475,0.37307692,0.93434343,0.03937008,0.37007874,86.85590704970473,0.24951254629319713,0.2671388687626008,"Luis Matos",26467,682641
2025,"Luis Matos","SFG",2025,184,0.220930232,0.059782608,0.14673913,0.266304347,0.424418604,0.690722951,0.203488372,0.217391304,0.36705202,0.92035398,0.07534247,0.37671233,88.0404136344178,0.2956821341877398,0.2844268757364024,"Luis Matos",26467,682641
2019,"Luis Rengifo","LAA",2019,406,0.238095238,0.098522167,0.229064039,0.320987654,0.364145658,0.685133312,0.12605042,0.3,0.24645161,0.83270677,0.05970149,0.29477612,87.08472984255725,0.29836846575324916,0.30797709172694526,"Luis Rengifo",19858,650859
