Season,Name,Team,Season,PA,AVG,BB%,K%,OBP,SLG,OPS,ISO,BABIP,O-Swing% (sc),Z-Contact% (sc),Barrel%,HardHit%,EV,wOBA,xwOBA,NameASCII,PlayerId,MLBAMID
2024,"Bryan Reynolds","PIT",2024,692,0.274919614,0.082369942,0.225433526,0.343930635,0.446945337,0.790875972,0.172025723,0.330337078,0.31544598,0.83143508,0.09594883,0.45415778,89.90706972698072,0.3427446141990418,0.3502605499312,"Bryan Reynolds",19326,668804
2025,"Bryan Reynolds","PIT",2025,654,0.245315161,0.087155963,0.264525993,0.318042813,0.402044293,0.720087106,0.156729132,0.319201995,0.27343145,0.84404636,0.10071942,0.46043165,91.18557504507211,0.3146618450399927,0.34940534720391586,"Bryan Reynolds",19326,668804
2015,"Bryce Harper","WSN",2015,654,0.330134357,0.189602446,0.20030581,0.460244648,0.648752399,1.108997047,0.318618042,0.369318181,0.26379542,0.84447301,0.12944162,0.47715736,91.38004978950777,0.46116795739470884,0.4179707780669007,"Bryce Harper",11579,547180
2016,"Bryce Harper","WSN",2016,627,0.243083003,0.172248803,0.18660287,0.373205741,0.440711462,0.813917203,0.197628459,0.264,0.25883201,0.86532951,0.0726817,0.36090226,88.93915343915344,0.34326997571172196,0.351305418047075,"Bryce Harper",11579,547180
2017,"Bryce Harper","WSN",2017,492,0.319047619,0.138211382,0.201219512,0.412601626,0.595238095,1.007839721,0.276190476,0.355932203,0.30487805,0.84227129,0.11419753,0.42592593,91.09493670886076,0.4157258274649384,0.3936200454421578,"Bryce Harper",11579,547180
2018,"Bryce Harper","WSN",2018,695,0.249090909,0.187050359,0.243165467,0.392805755,0.496363636,0.889169391,0.247272727,0.289325842,0.2556391,0.77146042,0.11538462,0.45384615,90.96460150193798,0.37565619701489433,0.39141872749723045,"Bryce Harper",11579,547180
2019,"Bryce Harper","PHI",2019,682,0.260034904,0.14516129,0.260997067,0.372434017,0.509598603,0.88203262,0.249563699,0.313186813,0.29974651,0.78235968,0.14786967,0.45614035,91.9426356281726,0.36547490532458626,0.38680096902232475,"Bryce Harper",11579,547180
2020,"Bryce Harper","PHI",2020,244,0.268421052,0.200819672,0.176229508,0.419753086,0.542105263,0.961858349,0.273684211,0.279411764,0.27487352,0.83333333,0.17333333,0.50666667,92.5201416015625,0.39967678810687773,0.4541026987928025,"Bryce Harper",11579,547180
2021,"Bryce Harper","PHI",2021,599,0.309426229,0.166944908,0.223706176,0.42881072,0.614754098,1.043564818,0.305327869,0.359133126,0.25546875,0.77475248,0.18055556,0.49722222,92.4777755519943,0.4308981269751364,0.4295580227624491,"Bryce Harper",11579,547180
2022,"Bryce Harper","PHI",2022,426,0.286486486,0.10798122,0.204225352,0.363849765,0.513513513,0.877363278,0.227027027,0.323529411,0.3723042,0.82795699,0.12758621,0.47931034,92.10769503933567,0.3693287411182047,0.37990184930654675,"Bryce Harper",11579,547180
2023,"Bryce Harper","PHI",2023,546,0.29321663,0.146520146,0.217948717,0.401098901,0.498905908,0.900004809,0.205689278,0.352024922,0.34343434,0.81948882,0.15204678,0.46783626,91.78816683616864,0.38421846887436056,0.39892013719977054,"Bryce Harper",11579,547180
2024,"Bryce Harper","PHI",2024,631,0.285454545,0.12044374,0.218700475,0.373015873,0.525454545,0.898470418,0.24,0.330729166,0.33572453,0.87288136,0.10361446,0.47710843,91.03071253071253,0.38021706340771305,0.35543284696691174,"Bryce Harper",11579,547180
2025,"Bryce Harper","PHI",2025,580,0.261477045,0.120689655,0.208620689,0.356896551,0.487025948,0.843922499,0.225548903,0.292134831,0.35967742,0.82853224,0.1227154,0.47519582,91.26482529527559,0.3609655196243047,0.3787334854179143,"Bryce Harper",11579,547180
2025,"Bryce Teodosio","LAA",2025,150,0.20289855,0.033333333,0.313333333,0.248322147,0.304347826,0.552669973,0.101449276,0.29347826,0.3826087,0.74137931,0.04255319,0.26595745,84.254443359375,0.24295144913180564,0.2282127533983064,"Bryce Teodosio",29524,669326
2022,"Bryson Stott","PHI",2022,466,0.234192037,0.077253218,0.190987124,0.294623655,0.358313817,0.652937472,0.12412178,0.273556231,0.28506271,0.88983051,0.04411765,0.36764706,88.07403218283582,0.28901389196354854,0.2844418163957267,"Bryson Stott",26294,681082
2023,"Bryson Stott","PHI",2023,640,0.28034188,0.0609375,0.15625,0.328638497,0.418803418,0.747441915,0.138461538,0.311715481,0.30388979,0.91111111,0.0465587,0.35222672,88.13128674591002,0.32291157725836417,0.3087746516875981,"Bryson Stott",26294,681082
2024,"Bryson Stott","PHI",2024,571,0.245059288,0.092819614,0.162872154,0.315236427,0.355731225,0.670967652,0.110671937,0.274939172,0.30319635,0.88822653,0.03554502,0.30805687,87.05841533954327,0.2959171467705777,0.3070519618412106,"Bryson Stott",26294,681082
2025,"Bryson Stott","PHI",2025,560,0.256513026,0.096428571,0.1625,0.327956989,0.390781563,0.718738552,0.134268537,0.288220551,0.23566308,0.89726027,0.05072464,0.29468599,87.56063760696821,0.31520722894737063,0.31774148992404905,"Bryson Stott",26294,681082
2019,"Bubba Starling","KCR",2019,197,0.215053763,0.045685279,0.284263959,0.25510204,0.317204301,0.572306341,0.102150538,0.285714285,0.29673591,0.85232068,0.02290076,0.17557252,81.76299520177166,0.24706770935837102,0.24345808914027264,"Bubba Starling",13356,605490
2022,"Bubba Thompson","TEX",2022,181,0.264705882,0.038674033,0.309392265,0.301675977,0.311764705,0.613440682,0.047058823,0.38938053,0.35463259,0.77108434,0.01724138,0.21551724,84.77599609375,0.27436425299617834,0.20250633708591567,"Bubba Thompson",22261,669352
2015,"Buster Posey","SFG",2015,623,0.317773788,0.08988764,0.083467094,0.378812199,0.470377019,0.849189218,0.152603231,0.320486815,0.26763285,0.92672999,0.06054688,0.375,88.9924505739796,0.3632503050769912,0.37719351558362024,"Buster Posey",9166,457763
2016,"Buster Posey","SFG",2016,614,0.287569573,0.104234527,0.110749185,0.361563517,0.434137291,0.795700808,0.146567718,0.303225806,0.25957049,0.90632911,0.06889353,0.43215031,90.5077286748927,0.34098101673644693,0.36186970925893047,"Buster Posey",9166,457763
2017,"Buster Posey","SFG",2017,568,0.319838056,0.107394366,0.116197183,0.399647887,0.461538461,0.861186348,0.141700405,0.346793349,0.21215139,0.8869814,0.03464203,0.34642032,88.71299485208817,0.3655566185444325,0.3448433157752949,"Buster Posey",9166,457763
2018,"Buster Posey","SFG",2018,448,0.283919597,0.100446428,0.118303571,0.359375,0.381909547,0.741284547,0.09798995,0.315789473,0.23312883,0.91847826,0.0518732,0.34870317,89.06340057636888,0.3259625031706992,0.33603546485472263,"Buster Posey",9166,457763
2019,"Buster Posey","SFG",2019,445,0.256790123,0.076404494,0.159550561,0.319819819,0.367901234,0.687721053,0.111111111,0.295731707,0.28636364,0.89930556,0.04761905,0.36309524,88.60686800373135,0.29777563519725414,0.30971239490379865,"Buster Posey",9166,457763
2021,"Buster Posey","SFG",2021,454,0.303797468,0.123348017,0.191629955,0.389867841,0.498734177,0.888602018,0.194936709,0.349315068,0.2283737,0.82051282,0.08064516,0.39354839,88.49161416330645,0.37888653002231315,0.36059577109288,"Buster Posey",9166,457763
2016,"Byron Buxton","MIN",2016,331,0.224832214,0.069486404,0.356495468,0.284403669,0.429530201,0.71393387,0.204697987,0.329479768,0.31621188,0.79418886,0.05347594,0.31550802,89.45263386330409,0.3037268085581812,0.25235249996185305,"Byron Buxton",14161,621439
2017,"Byron Buxton","MIN",2017,511,0.253246753,0.074363992,0.293542074,0.314229249,0.413419913,0.727649162,0.16017316,0.338926174,0.29286475,0.80147059,0.05642633,0.31661442,88.0808847056314,0.31168585140553734,0.29720054159359055,"Byron Buxton",14161,621439
2019,"Byron Buxton","MIN",2019,295,0.261992619,0.064406779,0.230508474,0.313993174,0.512915129,0.826908303,0.25092251,0.314432989,0.33204633,0.82655827,0.0776699,0.38349515,89.9866375309406,0.3402550606286689,0.30708591143290204,"Byron Buxton",14161,621439
2021,"Byron Buxton","MIN",2021,254,0.306382978,0.051181102,0.244094488,0.358267716,0.64680851,1.005076226,0.340425532,0.344155844,0.30669546,0.80747126,0.17919075,0.53757225,92.46278842659883,0.41880824105946096,0.4069917934147392,"Byron Buxton",14161,621439
2022,"Byron Buxton","MIN",2022,382,0.223529411,0.089005235,0.303664921,0.306282722,0.526470588,0.83275331,0.302941177,0.243654822,0.26603001,0.78846154,0.16444444,0.50222222,92.88,0.3559195634894346,0.3576434070527241,"Byron Buxton",14161,621439
2023,"Byron Buxton","MIN",2023,347,0.207236842,0.100864553,0.314121037,0.293948126,0.4375,0.731448126,0.230263158,0.252747252,0.2797619,0.83064516,0.14572864,0.45728643,91.48894864949749,0.3111950437227885,0.31621396714362543,"Byron Buxton",14161,621439
2024,"Byron Buxton","MIN",2024,388,0.278873239,0.051546391,0.255154639,0.335051546,0.523943661,0.858995207,0.245070422,0.3375,0.33055556,0.8,0.13178295,0.48062016,91.72751635174419,0.3656734152665742,0.35297829482598514,"Byron Buxton",14161,621439
2025,"Byron Buxton","MIN",2025,542,0.264344262,0.075645756,0.27306273,0.326568265,0.551229508,0.877797773,0.286885246,0.302250803,0.298027,0.82044561,0.17630058,0.53757225,92.48115942028986,0.3666280007451162,0.3621832150131909,"Byron Buxton",14161,621439
2016,"ByungHo Park","MIN",2016,244,0.190697674,0.086065573,0.327868852,0.274590163,0.409302325,0.683892488,0.218604651,0.23015873,0.23913043,0.76338028,0.16666667,0.42028986,88.55223880597015,0.29394482344877526,0.3464141527811686,"ByungHo Park",18497,666560
2015,"C.J. Cron","LAA",2015,404,0.261904761,0.042079207,0.202970297,0.300248138,0.439153439,0.739401577,0.177248678,0.293286219,0.38101604,0.86788618,0.08666667,0.35666667,88.27133105802048,0.31798301036678145,0.32427812826753866,"C.J. Cron",12546,543068
2016,"C.J. Cron","LAA",2016,445,0.277641277,0.053932584,0.168539325,0.325056433,0.466830466,0.791886899,0.189189189,0.302180685,0.33974359,0.87269682,0.08259587,0.39233038,89.54727154356061,0.3367586358370285,0.34082168052936423,"C.J. Cron",12546,543068
2017,"C.J. Cron","LAA",2017,373,0.24778761,0.058981233,0.257372654,0.30458221,0.436578171,0.741160381,0.188790561,0.295652173,0.32215743,0.8407767,0.10080645,0.38306452,88.71497817560729,0.3160331344026118,0.3384911056477426,"C.J. Cron",12546,543068
2018,"C.J. Cron","TBR",2018,560,0.253493013,0.066071428,0.258928571,0.323214285,0.493013972,0.816228257,0.239520959,0.293051359,0.34,0.82328767,0.12188366,0.36565097,88.01939058171745,0.3469738247787653,0.34505470850134407,"C.J. Cron",12546,543068
2019,"C.J. Cron","MIN",2019,499,0.253275109,0.058116232,0.214428857,0.310621242,0.469432314,0.780053556,0.216157205,0.277439024,0.31464174,0.8470948,0.15014164,0.44759207,91.10057202635328,0.3247819486404619,0.36744885328339366,"C.J. Cron",12546,543068
2021,"C.J. Cron","COL",2021,547,0.280851063,0.109689213,0.213893967,0.37477148,0.529787234,0.904558714,0.248936171,0.316109422,0.28961749,0.84291725,0.11484594,0.42016807,88.80784423144257,0.3829898721374133,0.36388210345807437,"C.J. Cron",12546,543068
2022,"C.J. Cron","COL",2022,632,0.257391304,0.068037974,0.25949367,0.315372424,0.467826086,0.78319851,0.210434782,0.30749354,0.3214876,0.85820896,0.10791367,0.42206235,88.5735614483173,0.33478003158569336,0.3202183307745518,"C.J. Cron",12546,543068
2023,"C.J. Cron","- - -",2023,278,0.248062015,0.061151079,0.233812949,0.294964028,0.434108527,0.729072555,0.186046512,0.284153005,0.33081285,0.8048048,0.13846154,0.4,87.65333283253206,0.3123457071592482,0.332497672211352,"C.J. Cron",12546,543068
2022,"Cal Mitchell","PIT",2022,232,0.226415094,0.077586206,0.224137931,0.285714285,0.349056603,0.634770888,0.122641509,0.275641025,0.32846715,0.89078498,0.04938272,0.40740741,89.93913164790372,0.28102541692329175,0.29161210493607953,"Cal Mitchell",22169,668751
2022,"Cal Raleigh","SEA",2022,415,0.21081081,0.091566265,0.293975903,0.284337349,0.489189189,0.773526538,0.278378379,0.225663716,0.3183391,0.78974359,0.1541502,0.43478261,90.9075083374506,0.3298870839268328,0.32371009918580573,"Cal Raleigh",21534,663728
2023,"Cal Raleigh","SEA",2023,569,0.23196881,0.094903339,0.27768014,0.305799648,0.45614035,0.761939998,0.22417154,0.273006134,0.30532446,0.80904523,0.12640449,0.41011236,89.53098591549296,0.32618309536450346,0.3289983428685011,"Cal Raleigh",21534,663728
2024,"Cal Raleigh","SEA",2024,628,0.219780219,0.111464968,0.280254777,0.31210191,0.435897435,0.747999345,0.216117216,0.251461988,0.33041401,0.81737194,0.15425532,0.48138298,90.95172916666667,0.32256641812049425,0.34599164592320425,"Cal Raleigh",21534,663728
2025,"Cal Raleigh","SEA",2025,705,0.246644295,0.137588652,0.266666666,0.358865248,0.588926174,0.947791422,0.342281879,0.247863247,0.31873315,0.8125,0.1946472,0.49635036,91.26131006690997,0.3920087482520314,0.3839025719221248,"Cal Raleigh",21534,663728
2025,"Caleb Durbin","MIL",2025,506,0.256179775,0.059288537,0.098814229,0.333996023,0.386516853,0.720512876,0.130337078,0.265463917,0.21836228,0.93460925,0.039801,0.26865672,85.19149685889175,0.3193186381702158,0.31564055001048397,"Caleb Durbin",29646,702332
2015,"Caleb Joseph","BAL",2015,355,0.234375,0.076056338,0.202816901,0.299145299,0.39375,0.692895299,0.159375,0.268907563,0.27777778,0.85714286,0.05533597,0.31620553,87.69797728997976,0.30125193626627883,0.31735068525193055,"Caleb Joseph",7087,543376
2017,"Caleb Joseph","BAL",2017,266,0.255905511,0.037593984,0.270676691,0.286792452,0.413385826,0.700178278,0.157480315,0.327586206,0.29045643,0.82513661,0.06010929,0.30601093,84.40666775173611,0.2985441835421436,0.28398312180667773,"Caleb Joseph",7087,543376
2018,"Caleb Joseph","BAL",2018,280,0.218867924,0.035714285,0.242857142,0.254480286,0.320754716,0.575235002,0.101886792,0.282051282,0.31311155,0.87435897,0.01507538,0.29145729,85.24871794871795,0.251141010433115,0.2528906836025957,"Caleb Joseph",7087,543376
2025,"Cam Smith","HOU",2025,493,0.235827664,0.087221095,0.277890466,0.312373225,0.358276643,0.670649868,0.122448979,0.319865319,0.29018339,0.82559775,0.06862745,0.40849673,87.88529539419935,0.29781315208206793,0.309924421639278,"Cam Smith",35108,701358
2015,"Cameron Maybin","ATL",2015,555,0.267326732,0.081081081,0.183783783,0.326714801,0.370297029,0.69701183,0.102970297,0.315656565,0.24564995,0.90442225,0.02702703,0.35872236,88.18380142405063,0.3071968998443369,0.31165724750814405,"Cameron Maybin",5223,457727
2016,"Cameron Maybin","DET",2016,391,0.315186246,0.092071611,0.176470588,0.383033419,0.418338108,0.801371527,0.103151862,0.38267148,0.22955524,0.89632829,0.02826855,0.3180212,87.8525749655331,0.35152627707753514,0.3116634098563607,"Cameron Maybin",5223,457727
2017,"Cameron Maybin","- - -",2017,450,0.227848101,0.113333333,0.208888888,0.318485523,0.364556962,0.683042485,0.136708861,0.273972602,0.17409766,0.87258687,0.0330033,0.32673267,87.20269261626683,0.3001968525350094,0.30126622891049354,"Cameron Maybin",5223,457727
2018,"Cameron Maybin","- - -",2018,384,0.248538011,0.098958333,0.1953125,0.325520833,0.336257309,0.661778142,0.087719298,0.305660377,0.19134078,0.89117043,0.04089219,0.33085502,86.71685722436797,0.29468431734229505,0.31500251649871586,"Cameron Maybin",5223,457727
2019,"Cameron Maybin","NYY",2019,269,0.284518828,0.111524163,0.267657992,0.364312267,0.493723849,0.858036116,0.209205021,0.365384615,0.22222222,0.82215743,0.10179641,0.39520958,89.42242542613636,0.36249559209249277,0.3389734317822084,"Cameron Maybin",5223,457727
2015,"Cameron Rupp","PHI",2015,299,0.233333333,0.080267558,0.237458193,0.301003344,0.374074074,0.675077418,0.140740741,0.28125,0.28937729,0.84263959,0.07462687,0.35323383,88.78265505420919,0.2906425637858255,0.3025931124043712,"Cameron Rupp",11146,519237
2016,"Cameron Rupp","PHI",2016,419,0.25192802,0.057279236,0.272076372,0.303102625,0.447300771,0.750403396,0.195372751,0.315384615,0.28877005,0.79151292,0.09057971,0.47101449,91.32014795100733,0.3212221711518372,0.3098803666921762,"Cameron Rupp",11146,519237
2017,"Cameron Rupp","PHI",2017,331,0.216949152,0.102719033,0.344410876,0.299093655,0.416949152,0.716042807,0.2,0.297619047,0.25591716,0.74501109,0.0989011,0.41758242,88.62472634787088,0.3042706251144409,0.2911781450597251,"Cameron Rupp",11146,519237
2015,"Carl Crawford","LAD",2015,193,0.26519337,0.051813471,0.212435233,0.303664921,0.403314917,0.706979838,0.138121547,0.323529411,0.36740331,0.88412017,0.07042254,0.4084507,89.80073816636029,0.3052880600879067,0.346019293672295,"Carl Crawford",1201,408307
2017,"Carlos Asuaje","SDP",2017,343,0.270358306,0.081632653,0.221574344,0.334319526,0.361563517,0.695883043,0.091205211,0.346491228,0.22132472,0.8482906,0.01687764,0.18565401,84.46929824561404,0.3067393260594656,0.2803695724533127,"Carlos Asuaje",15197,641319
2018,"Carlos Asuaje","SDP",2018,218,0.195767195,0.110091743,0.211009174,0.285714285,0.28042328,0.566137565,0.084656085,0.243055555,0.22606383,0.88013699,0.04081633,0.25170068,86.99432762632979,0.254931736599516,0.28652078537713915,"Carlos Asuaje",15197,641319
2015,"Carlos Beltrán","NYY",2015,531,0.276150627,0.084745762,0.160075329,0.337099811,0.470711297,0.807811108,0.19456067,0.297368421,0.28787879,0.9245283,0.05764411,0.42105263,90.61099344629156,0.34635677342153454,0.345580615374955,"Carlos Beltran",589,136860
2016,"Carlos Beltrán","- - -",2016,593,0.295289855,0.059021922,0.170320404,0.337268128,0.512681159,0.849949287,0.217391304,0.31455399,0.29234973,0.89792899,0.06813187,0.38461538,90.13942224039532,0.358216146661794,0.3208951950073242,"Carlos Beltran",589,136860
2017,"Carlos Beltrán","HOU",2017,509,0.231263383,0.064833005,0.200392927,0.282907662,0.383297644,0.666205306,0.152034261,0.263305322,0.31704885,0.90697674,0.0458221,0.31266846,87.25552771226415,0.2833842504401452,0.28279739228805695,"Carlos Beltran",589,136860
2015,"Carlos Correa","HOU",2015,432,0.279069767,0.092592592,0.180555555,0.344907407,0.511627906,0.856535313,0.232558139,0.295532646,0.30338266,0.89147287,0.08945687,0.40255591,90.01921951343648,0.3650666659654573,0.3571395514146337,"Carlos Correa",14162,621043
2016,"Carlos Correa","HOU",2016,660,0.273830155,0.113636363,0.21060606,0.36060606,0.450606585,0.811212645,0.17677643,0.327790973,0.2872807,0.83120205,0.07709751,0.43537415,91.04338565835266,0.34905330161101944,0.36380059293998307,"Carlos Correa",14162,621043
2017,"Carlos Correa","HOU",2017,481,0.315165876,0.11018711,0.191268191,0.39085239,0.549763033,0.940615423,0.234597157,0.351612903,0.22609562,0.86994728,0.09281437,0.45808383,90.48768886073573,0.39358412568308726,0.3981838105344873,"Carlos Correa",14162,621043
2018,"Carlos Correa","HOU",2018,468,0.23880597,0.113247863,0.237179487,0.322649572,0.405472636,0.728122208,0.166666666,0.282229965,0.25574426,0.87636364,0.06953642,0.33443709,88.17913777938742,0.3132792313893636,0.30235238023983535,"Carlos Correa",14162,621043
2019,"Carlos Correa","HOU",2019,321,0.278571428,0.109034267,0.233644859,0.358255451,0.567857142,0.926112593,0.289285714,0.303191489,0.27158556,0.84432718,0.1291866,0.40191388,88.99899890075378,0.38040165366413436,0.39456216780865777,"Carlos Correa",14162,621043
2020,"Carlos Correa","HOU",2020,221,0.263681592,0.07239819,0.221719457,0.325791855,0.383084577,0.708876432,0.119402985,0.324324324,0.31446541,0.87109375,0.05882353,0.41830065,88.80794701986756,0.3078799264071739,0.31222537711814596,"Carlos Correa",14162,621043
2021,"Carlos Correa","HOU",2021,640,0.279279279,0.1171875,0.18125,0.365625,0.484684684,0.850309684,0.205405405,0.307875894,0.22965779,0.88190955,0.09438202,0.42696629,90.2123595505618,0.36358570921757377,0.3690925765560712,"Carlos Correa",14162,621043
2022,"Carlos Correa","MIN",2022,590,0.291187739,0.10338983,0.205084745,0.366101694,0.46743295,0.833534644,0.176245211,0.339425587,0.26666667,0.87919463,0.11358025,0.44691358,89.88518518518518,0.3623498081147265,0.3604175801179847,"Carlos Correa",14162,621043
2023,"Carlos Correa","MIN",2023,580,0.229571984,0.101724137,0.225862068,0.312068965,0.398832684,0.710901649,0.1692607,0.27173913,0.26666667,0.85863095,0.09585492,0.45854922,90.41203779450262,0.30857912423912326,0.3271810891744974,"Carlos Correa",14162,621043
2024,"Carlos Correa","MIN",2024,367,0.310344827,0.108991825,0.166212534,0.387978142,0.517241379,0.905219521,0.206896552,0.342741935,0.23953824,0.8836689,0.09125475,0.44486692,90.27480916030534,0.3853048369370771,0.35477704633006735,"Carlos Correa",14162,621043
2025,"Carlos Correa","- - -",2025,584,0.275605214,0.077054794,0.19349315,0.33219178,0.402234636,0.734426416,0.126629422,0.327669902,0.2694718,0.87402597,0.06823529,0.45882353,90.53483458604858,0.3222037046535374,0.3448140707360693,"Carlos Correa",14162,621043
2015,"Carlos Gómez","- - -",2015,477,0.255172413,0.064989517,0.211740041,0.314345991,0.409195402,0.723541393,0.154022989,0.306501547,0.33847981,0.83731343,0.05029586,0.33136095,88.18910022390966,0.31547272293562617,0.30865913059400474,"Carlos Gomez",4881,460576
2016,"Carlos Gómez","- - -",2016,453,0.231143552,0.075055187,0.30022075,0.297777777,0.384428223,0.682206,0.153284671,0.312977099,0.3253012,0.77322835,0.0647482,0.32014388,87.79653695913461,0.29602332107190577,0.27461585736656624,"Carlos Gomez",4881,460576
2017,"Carlos Gómez","TEX",2017,426,0.255434782,0.072769953,0.298122065,0.340425531,0.461956521,0.802382052,0.206521739,0.336244541,0.3674476,0.80475382,0.08835341,0.35341365,88.56487280475207,0.34332403730838856,0.3357746424709129,"Carlos Gomez",4881,460576
2018,"Carlos Gómez","TBR",2018,408,0.208333333,0.061274509,0.25245098,0.298029556,0.336111111,0.634140667,0.127777778,0.266129032,0.37066667,0.82536765,0.05019305,0.2972973,87.06194648279352,0.28473395872585877,0.2927592189090891,"Carlos Gomez",4881,460576
2015,"Carlos González","COL",2015,608,0.270758122,0.075657894,0.21875,0.324546952,0.539711191,0.864258143,0.268953069,0.284237726,0.35677966,0.824,0.10514019,0.38551402,90.27580054012346,0.3635725630896659,0.3385638099815858,"Carlos Gonzalez",7287,471865
2016,"Carlos González","COL",2016,632,0.297945205,0.07278481,0.204113924,0.349683544,0.505136986,0.85482053,0.207191781,0.345707656,0.34741036,0.82384106,0.08552632,0.4122807,90.20872657997762,0.3614302289942964,0.33886795290851285,"Carlos Gonzalez",7287,471865
2017,"Carlos González","COL",2017,534,0.261702127,0.104868913,0.222846441,0.33895131,0.423404255,0.762355565,0.161702128,0.317784256,0.31434185,0.82662539,0.05882353,0.37254902,87.51264044943821,0.3268101784469044,0.302820927679202,"Carlos Gonzalez",7287,471865
2018,"Carlos González","COL",2018,504,0.276457883,0.073412698,0.224206349,0.329365079,0.466522678,0.795887757,0.190064795,0.332344213,0.30792377,0.81889764,0.06232295,0.39093484,89.68147925569801,0.3380760337114334,0.30020172180298094,"Carlos Gonzalez",7287,471865
2019,"Carlos González","- - -",2019,166,0.2,0.108433734,0.313253012,0.289156626,0.28275862,0.571915246,0.08275862,0.282608695,0.32544379,0.77725118,0.06315789,0.34736842,87.64255474983378,0.25408357923681085,0.2726014050570401,"Carlos Gonzalez",7287,471865
2025,"Carlos Narváez","BOS",2025,446,0.240694789,0.085201793,0.248878923,0.306306306,0.419354838,0.725661144,0.178660049,0.29390681,0.27962085,0.83105023,0.09121622,0.44594595,91.09626116071429,0.31507754124499654,0.300473977853586,"Carlos Narvaez",19722,665966
2015,"Carlos Pérez","LAA",2015,283,0.25,0.067137809,0.173144876,0.298932384,0.346153846,0.64508623,0.096153846,0.291866028,0.25049702,0.92541436,0.00930233,0.2372093,86.16208160545024,0.28442084152927605,0.2718244436393929,"Carlos Perez",10642,542208
2016,"Carlos Pérez","LAA",2016,291,0.208955223,0.041237113,0.168384879,0.243816254,0.324626865,0.568443119,0.115671642,0.236111111,0.28514851,0.89253731,0.02183406,0.27510917,84.96478873239437,0.2462906544705583,0.2551313483196756,"Carlos Perez",10642,542208
2023,"Carlos Pérez","OAK",2023,189,0.226190476,0.068783068,0.211640211,0.292553191,0.357142857,0.649696048,0.130952381,0.256,0.28767123,0.89699571,0.0530303,0.39393939,89.19160007156489,0.28543297565997916,0.31384977381280127,"Carlos Perez",10642,542208
2015,"Carlos Ruiz","PHI",2015,320,0.211267605,0.0875,0.134375,0.29022082,0.285211267,0.575432087,0.073943662,0.241666666,0.21706865,0.92820513,0.01632653,0.17959184,84.87698581328452,0.25886656367589556,0.2888347430106921,"Carlos Ruiz",2579,434563
2016,"Carlos Ruiz","- - -",2016,233,0.263681592,0.115879828,0.141630901,0.364806866,0.348258706,0.713065572,0.084577114,0.303030303,0.15859031,0.93493151,0.03571429,0.36904762,87.91626564853162,0.3208446769878782,0.3380454685377038,"Carlos Ruiz",2579,434563
2015,"Carlos Santana","CLE",2015,666,0.23090909,0.162162162,0.183183183,0.357357357,0.394545454,0.751902811,0.163636364,0.260869565,0.17995766,0.88055909,0.07159353,0.39722864,89.16698075234191,0.33058193416580967,0.3449260250167496,"Carlos Santana",2396,467793
2016,"Carlos Santana","CLE",2016,688,0.259450171,0.143895348,0.143895348,0.366279069,0.498281786,0.864560855,0.238831615,0.257709251,0.18063584,0.8781362,0.09836066,0.43237705,90.7785140108471,0.3698200482961743,0.38538655063562227,"Carlos Santana",2396,467793
2017,"Carlos Santana","CLE",2017,667,0.259194395,0.131934032,0.140929535,0.36281859,0.455341506,0.818160096,0.196147111,0.274122807,0.18032787,0.86893204,0.07515658,0.38413361,88.62152228375527,0.3501694788550465,0.35846538601675293,"Carlos Santana",2396,467793
2018,"Carlos Santana","PHI",2018,679,0.228571428,0.162002945,0.136966126,0.351988217,0.414285714,0.766273931,0.185714286,0.230598669,0.20400859,0.86689815,0.06947368,0.38736842,88.89106549202128,0.3333381812958625,0.3450626218872985,"Carlos Santana",2396,467793
2019,"Carlos Santana","CLE",2019,686,0.280977312,0.157434402,0.157434402,0.396501457,0.514834205,0.911335662,0.233856893,0.29330254,0.1773399,0.86889154,0.09635974,0.44753747,91.82408434139785,0.3796459741514585,0.3671206660490988,"Carlos Santana",2396,467793
2020,"Carlos Santana","CLE",2020,255,0.199029126,0.184313725,0.16862745,0.349019607,0.349514563,0.69853417,0.150485437,0.211538461,0.15110357,0.86119874,0.06707317,0.36585366,87.94938151041667,0.3162169099792721,0.37161409287225633,"Carlos Santana",2396,467793
2021,"Carlos Santana","KCR",2021,659,0.214159292,0.130500758,0.154779969,0.318664643,0.34159292,0.660257563,0.127433628,0.227171492,0.21938776,0.86238532,0.06837607,0.41880342,89.8612402971092,0.2939095053730941,0.334747034902791,"Carlos Santana",2396,467793
2022,"Carlos Santana","- - -",2022,506,0.201856148,0.140316205,0.173913043,0.316205533,0.375870069,0.692075602,0.174013921,0.208588957,0.21259843,0.85843373,0.09275362,0.44927536,90.74273255813954,0.3079978416836451,0.3517157993619404,"Carlos Santana",2396,467793
2023,"Carlos Santana","- - -",2023,619,0.24,0.105008077,0.168012924,0.31825525,0.429090909,0.747346159,0.189090909,0.25526932,0.23840521,0.85279805,0.06666667,0.36444444,88.77416611567372,0.3233136384475597,0.3082588232896703,"Carlos Santana",2396,467793
2024,"Carlos Santana","MIN",2024,594,0.238003838,0.109427609,0.166666666,0.328282828,0.420345489,0.748628317,0.182341651,0.251870324,0.24594156,0.85522788,0.07311321,0.39858491,89.16572473404256,0.32645044845171184,0.32952081712625797,"Carlos Santana",2396,467793
